number,name,status
248,PythonDatabaseAPISpecificationv1.0,Final
247,APIforCryptographicHashFunctions,Final
732,ThePythonDocumentationEditorialBoard,Active
731,CAPIWorkingGroupCharter,Active
101,DoingPythonReleases101,Active
20,TheZenofPython,Active
249,PythonDatabaseAPISpecificationv2.0,Final
729,Typinggovernanceprocess,Active
13,PythonLanguageGovernance,Active
609,PythonPackagingAuthority(PyPA)Governance,Active
581,UsingGitHubIssuesforCPython,Accepted
387,BackwardsCompatibilityPolicy,Active
11,CPythonplatformsupport,Active
676,PEPInfrastructureProcess,Active
10,VotingGuidelines,Active
12,SamplereStructuredTextPEPTemplate,Active
8,StyleGuideforPythonCode,Active
2,ProcedureforAddingNewModules,Active
7,StyleGuideforCCode,Active
4,DeprecationofStandardModules,Active
