number,name,status
249,PythonDatabaseAPISpecificationv2.0,Final
257,DocstringConventions,Active
248,PythonDatabaseAPISpecificationv1.0,Final
101,DoingPythonReleases101,Active
247,APIforCryptographicHashFunctions,Final
20,TheZenofPython,Active
732,ThePythonDocumentationEditorialBoard,Active
731,CAPIWorkingGroupCharter,Active
676,PEPInfrastructureProcess,Active
729,Typinggovernanceprocess,Active
609,PythonPackagingAuthority(PyPA)Governance,Active
581,UsingGitHubIssuesforCPython,Accepted
387,BackwardsCompatibilityPolicy,Active
13,PythonLanguageGovernance,Active
12,SamplereStructuredTextPEPTemplate,Active
4,DeprecationofStandardModules,Active
11,CPythonplatformsupport,Active
10,VotingGuidelines,Active
7,StyleGuideforCCode,Active
2,ProcedureforAddingNewModules,Active
8,StyleGuideforPythonCode,Active
