number,name,status
249,PythonDatabaseAPISpecificationv2.0,Final
248,PythonDatabaseAPISpecificationv1.0,Final
247,APIforCryptographicHashFunctions,Final
101,DoingPythonReleases101,Active
732,ThePythonDocumentationEditorialBoard,Active
20,TheZenofPython,Active
729,Typinggovernanceprocess,Active
731,CAPIWorkingGroupCharter,Active
676,PEPInfrastructureProcess,Active
609,PythonPackagingAuthority(PyPA)Governance,Active
581,UsingGitHubIssuesforCPython,Accepted
387,BackwardsCompatibilityPolicy,Active
8,StyleGuideforPythonCode,Active
12,SamplereStructuredTextPEPTemplate,Active
10,VotingGuidelines,Active
11,CPythonplatformsupport,Active
13,PythonLanguageGovernance,Active
7,StyleGuideforCCode,Active
4,DeprecationofStandardModules,Active
2,ProcedureforAddingNewModules,Active
